gene_id	gene_type	gene_name
ENSG00000130770	protein_coding	ATP5IF1
ENSG00000270605	lncRNA	AL353622.1
ENSG00000271398	lncRNA	AL353622.2
ENSG00000130766	protein_coding	SESN2
ENSG00000130772	protein_coding	MED18
ENSG00000204138	protein_coding	PHACTR4
ENSG00000180198	protein_coding	RCC1
ENSG00000242125	lncRNA	SNHG3
ENSG00000180098	protein_coding	TRNAU1AP
ENSG00000197989	lncRNA	SNHG12
ENSG00000120656	protein_coding	TAF12
ENSG00000188060	protein_coding	RAB42
ENSG00000229388	lncRNA	LINC01715
ENSG00000270103	lncRNA	AL360012.1
ENSG00000162419	protein_coding	GMEB1
ENSG00000198492	protein_coding	YTHDF2
ENSG00000116329	protein_coding	OPRD1
ENSG00000233427	lncRNA	AL009181.1
ENSG00000159023	protein_coding	EPB41
ENSG00000253304	protein_coding	TMEM200B
ENSG00000225750	lncRNA	AL357500.1
ENSG00000116350	protein_coding	SRSF4
ENSG00000116353	protein_coding	MECR
ENSG00000237934	lncRNA	AL590729.1
ENSG00000060656	protein_coding	PTPRU
ENSG00000230523	lncRNA	LINC01756
ENSG00000228176	lncRNA	AC092265.1
ENSG00000284676	lncRNA	AL645944.2
ENSG00000233399	lncRNA	LINC01648
ENSG00000233372	lncRNA	AL137076.1
ENSG00000236335	lncRNA	AL161638.2
ENSG00000231949	lncRNA	AL161638.1
ENSG00000162510	protein_coding	MATN1
ENSG00000186056	lncRNA	MATN1-AS1
ENSG00000287510	lncRNA	AL137857.1
ENSG00000162511	protein_coding	LAPTM5
ENSG00000229607	lncRNA	AL137027.1
ENSG00000223382	lncRNA	LINC01778
ENSG00000235143	lncRNA	AL445235.1
ENSG00000162512	protein_coding	SDC3
ENSG00000134644	protein_coding	PUM1
ENSG00000084628	protein_coding	NKAIN1
ENSG00000060688	protein_coding	SNRNP40
ENSG00000121766	protein_coding	ZCCHC17
ENSG00000229044	lncRNA	AL451070.1
ENSG00000121769	protein_coding	FABP3
ENSG00000168528	protein_coding	SERINC2
ENSG00000284543	lncRNA	LINC01226
ENSG00000229167	lncRNA	AC114488.1
ENSG00000142910	protein_coding	TINAGL1
ENSG00000121764	protein_coding	HCRTR1
ENSG00000162517	protein_coding	PEF1
ENSG00000235790	lncRNA	AC114488.2
ENSG00000264078	lncRNA	AC114488.3
ENSG00000084636	protein_coding	COL16A1
ENSG00000121753	protein_coding	ADGRB2
ENSG00000254545	lncRNA	AL354919.2
ENSG00000134668	protein_coding	SPOCD1
ENSG00000203620	lncRNA	AL354919.1
ENSG00000269967	lncRNA	AL136115.2
ENSG00000184007	protein_coding	PTP4A2
ENSG00000228634	lncRNA	AL136115.1
ENSG00000284702	lncRNA	AL136115.3
ENSG00000121774	protein_coding	KHDRBS1
ENSG00000203325	lncRNA	AL445248.1
ENSG00000121775	protein_coding	TMEM39B
ENSG00000025800	protein_coding	KPNA6
ENSG00000250135	lncRNA	AL049795.2
ENSG00000084652	protein_coding	TXLNA
ENSG00000160050	protein_coding	CCDC28B
ENSG00000224066	lncRNA	AL049795.1
ENSG00000160051	protein_coding	IQCC
ENSG00000222046	protein_coding	DCDC2B
ENSG00000160055	protein_coding	TMEM234
ENSG00000084623	protein_coding	EIF3I
ENSG00000183615	protein_coding	FAM167B
ENSG00000182866	protein_coding	LCK
ENSG00000116478	protein_coding	HDAC1
ENSG00000175130	protein_coding	MARCKSL1
ENSG00000233775	lncRNA	AL109945.1
ENSG00000162526	protein_coding	TSSK3
ENSG00000225828	protein_coding	FAM229A
ENSG00000160058	protein_coding	BSDC1
ENSG00000273274	protein_coding	ZBTB8B
ENSG00000160062	protein_coding	ZBTB8A
ENSG00000176261	protein_coding	ZBTB8OS
ENSG00000162521	protein_coding	RBBP4
ENSG00000162520	protein_coding	SYNC
ENSG00000224409	lncRNA	AC114489.1
ENSG00000162522	protein_coding	KIAA1522
ENSG00000134684	protein_coding	YARS
ENSG00000116497	protein_coding	S100PBP
ENSG00000160097	protein_coding	FNDC5
ENSG00000121905	protein_coding	HPCA
ENSG00000121900	protein_coding	TMEM54
ENSG00000287691	lncRNA	AL031602.2
ENSG00000116514	protein_coding	RNF19B
ENSG00000236065	lncRNA	AL020995.1
ENSG00000004455	protein_coding	AK2
ENSG00000142920	protein_coding	AZIN2
ENSG00000116525	protein_coding	TRIM62
ENSG00000284721	lncRNA	AL662907.3
ENSG00000160094	protein_coding	ZNF362
ENSG00000270115	lncRNA	AL513327.3
ENSG00000184389	protein_coding	A3GALT2
ENSG00000225313	lncRNA	AL513327.1
ENSG00000134686	protein_coding	PHC2
ENSG00000233246	lncRNA	AL513327.2
ENSG00000121903	protein_coding	ZSCAN20
ENSG00000121904	protein_coding	CSMD2
ENSG00000176256	protein_coding	HMGB4
ENSG00000231163	lncRNA	CSMD2-AS1
ENSG00000142698	protein_coding	C1orf94
ENSG00000287703	lncRNA	AC099565.1
ENSG00000163866	protein_coding	SMIM12
ENSG00000189280	protein_coding	GJB5
ENSG00000189433	protein_coding	GJB4
ENSG00000255811	lncRNA	AL121988.1
ENSG00000188910	protein_coding	GJB3
ENSG00000187513	protein_coding	GJA4
ENSG00000230163	lncRNA	AL122010.1
ENSG00000116544	protein_coding	DLGAP3
ENSG00000243749	protein_coding	TMEM35B
ENSG00000163867	protein_coding	ZMYM6
ENSG00000197056	protein_coding	ZMYM1
ENSG00000284640	lncRNA	AL590434.1
ENSG00000116560	protein_coding	SFPQ
ENSG00000146463	protein_coding	ZMYM4
ENSG00000227409	lncRNA	ZMYM4-AS1
ENSG00000142687	protein_coding	KIAA0319L
ENSG00000020129	protein_coding	NCDN
ENSG00000239636	lncRNA	AC004865.2
ENSG00000116819	protein_coding	TFAP2E
ENSG00000126067	protein_coding	PSMB2
ENSG00000142686	protein_coding	C1orf216
ENSG00000092853	protein_coding	CLSPN
ENSG00000232335	lncRNA	AL354864.1
ENSG00000134698	protein_coding	AGO4
ENSG00000092847	protein_coding	AGO1
ENSG00000286899	lncRNA	AL139286.3
ENSG00000271914	lncRNA	AL139286.2
ENSG00000126070	protein_coding	AGO3
ENSG00000271554	lncRNA	AL138787.2
ENSG00000092850	protein_coding	TEKT2
ENSG00000116863	protein_coding	ADPRHL2
ENSG00000171812	protein_coding	COL8A2
ENSG00000054116	protein_coding	TRAPPC3
ENSG00000116871	protein_coding	MAP7D1
ENSG00000054118	protein_coding	THRAP3
ENSG00000214193	protein_coding	SH3D21
ENSG00000142694	protein_coding	EVA1B
ENSG00000286379	lncRNA	AL591845.1
ENSG00000196182	protein_coding	STK40
ENSG00000181817	protein_coding	LSM10
ENSG00000116885	protein_coding	OSCP1
ENSG00000116898	protein_coding	MRPS15
ENSG00000119535	protein_coding	CSF3R
ENSG00000284705	lncRNA	AL596257.1
ENSG00000284720	lncRNA	AC117945.2
ENSG00000234481	lncRNA	AC117945.1
ENSG00000163873	protein_coding	GRIK3
ENSG00000284650	lncRNA	AL031430.1
ENSG00000223944	lncRNA	AL353604.1
ENSG00000233621	lncRNA	LINC01137
ENSG00000163874	protein_coding	ZC3H12A
ENSG00000163875	protein_coding	MEAF6
ENSG00000163877	protein_coding	SNIP1
ENSG00000163879	protein_coding	DNALI1
ENSG00000134697	protein_coding	GNL2
ENSG00000284748	lncRNA	AL513220.1
ENSG00000169218	protein_coding	RSPO1
ENSG00000116922	protein_coding	C1orf109
ENSG00000134690	protein_coding	CDCA8
ENSG00000183317	protein_coding	EPHA10
ENSG00000185090	protein_coding	MANEAL
ENSG00000233728	lncRNA	AL929472.3
ENSG00000196449	protein_coding	YRDC
ENSG00000197982	protein_coding	C1orf122
ENSG00000188786	protein_coding	MTF1
ENSG00000230955	lncRNA	AL929472.2
ENSG00000204084	protein_coding	INPP5B
ENSG00000183431	protein_coding	SF3A3
ENSG00000183386	protein_coding	FHL3
ENSG00000183520	protein_coding	UTP11
ENSG00000185668	protein_coding	POU3F1
ENSG00000224592	lncRNA	MIR3659HG
ENSG00000284623	lncRNA	LINC02786
ENSG00000286552	lncRNA	AL390839.1
ENSG00000287987	lncRNA	AL390839.2
ENSG00000237290	lncRNA	LINC01343
ENSG00000238063	lncRNA	LINC01685
ENSG00000284632	lncRNA	AL354702.2
ENSG00000116954	protein_coding	RRAGC
ENSG00000228436	lncRNA	AL139260.1
ENSG00000214114	protein_coding	MYCBP
ENSG00000131233	protein_coding	GJA9
ENSG00000158315	protein_coding	RHBDL2
ENSG00000174574	protein_coding	AKIRIN1
ENSG00000168653	protein_coding	NDUFS5
ENSG00000127603	protein_coding	MACF1
ENSG00000270040	lncRNA	AL356055.1
ENSG00000287422	lncRNA	AL442071.2
ENSG00000226438	lncRNA	AL442071.1
ENSG00000183682	protein_coding	BMP8A
ENSG00000090621	protein_coding	PABPC4
ENSG00000228060	lncRNA	PABPC4-AS1
ENSG00000163909	protein_coding	HEYL
ENSG00000225903	lncRNA	AL035404.2
ENSG00000116981	protein_coding	NT5C1A
ENSG00000116983	protein_coding	HPCAL4
ENSG00000084072	protein_coding	PPIE
ENSG00000116985	protein_coding	BMP8B
ENSG00000198754	protein_coding	OXCT2
ENSG00000285905	lncRNA	BMP8B-AS1
ENSG00000261798	lncRNA	AL033527.3
ENSG00000284719	lncRNA	AL033527.4
ENSG00000284678	lncRNA	LINC02811
ENSG00000043514	protein_coding	TRIT1
ENSG00000116990	protein_coding	MYCL
ENSG00000236546	lncRNA	AL033527.2
ENSG00000168389	protein_coding	MFSD2A
ENSG00000131236	protein_coding	CAP1
ENSG00000131238	protein_coding	PPT1
ENSG00000117000	protein_coding	RLF
ENSG00000188800	protein_coding	TMCO2
ENSG00000259943	lncRNA	AL050341.2
ENSG00000084073	protein_coding	ZMPSTE24
ENSG00000049089	protein_coding	COL9A2
ENSG00000084070	protein_coding	SMAP2
ENSG00000284677	lncRNA	AL031985.4
ENSG00000187801	protein_coding	ZFP69B
ENSG00000260920	lncRNA	AL031985.3
ENSG00000187815	protein_coding	ZFP69
ENSG00000238287	lncRNA	AL603839.3
ENSG00000164002	protein_coding	EXO5
ENSG00000227278	lncRNA	AL603839.1
ENSG00000238186	lncRNA	AL603839.2
ENSG00000117010	protein_coding	ZNF684
ENSG00000286838	lncRNA	AL356379.2
ENSG00000117016	protein_coding	RIMS3
ENSG00000287743	lncRNA	AL031289.2
ENSG00000237899	lncRNA	AL031289.1
ENSG00000272145	lncRNA	NFYC-AS1
ENSG00000066136	protein_coding	NFYC
ENSG00000117013	protein_coding	KCNQ4
ENSG00000179862	protein_coding	CITED4
ENSG00000229528	lncRNA	AC119677.1
ENSG00000286668	lncRNA	AL391730.2
ENSG00000171793	protein_coding	CTPS1
ENSG00000281207	lncRNA	SLFNL1-AS1
ENSG00000171790	protein_coding	SLFNL1
ENSG00000010803	protein_coding	SCMH1
ENSG00000287400	lncRNA	AC093151.8
ENSG00000235358	lncRNA	AC093151.3
ENSG00000204060	protein_coding	FOXO6
ENSG00000229901	lncRNA	AC093151.2
ENSG00000127129	protein_coding	EDN2
ENSG00000127124	protein_coding	HIVEP3
ENSG00000230881	lncRNA	AL445933.2
ENSG00000284895	protein_coding	AC119676.1
ENSG00000287587	lncRNA	AL158216.1
ENSG00000044012	protein_coding	GUCA2B
ENSG00000197273	protein_coding	GUCA2A
ENSG00000198815	protein_coding	FOXJ3
ENSG00000227527	lncRNA	AC096540.1
ENSG00000177181	protein_coding	RIMKLA
ENSG00000066185	protein_coding	ZMYND12
ENSG00000127125	protein_coding	PPCS
ENSG00000186409	protein_coding	CCDC30
ENSG00000171960	protein_coding	PPIH
ENSG00000285728	lncRNA	AC098484.4
ENSG00000234917	lncRNA	AC098484.2
ENSG00000065978	protein_coding	YBX1
ENSG00000164007	protein_coding	CLDN19
ENSG00000117385	protein_coding	P3H1
ENSG00000164008	protein_coding	C1orf50
ENSG00000228452	lncRNA	AC098484.1
ENSG00000274386	protein_coding	TMEM269
ENSG00000177868	protein_coding	SVBP
ENSG00000164010	protein_coding	ERMAP
ENSG00000228192	lncRNA	AL512353.1
ENSG00000164011	protein_coding	ZNF691
ENSG00000117394	protein_coding	SLC2A1
ENSG00000227533	lncRNA	SLC2A1-AS1
ENSG00000283973	lncRNA	AC099795.1
ENSG00000186973	protein_coding	FAM183A
ENSG00000117395	protein_coding	EBNA1BP2
ENSG00000243710	protein_coding	CFAP57
ENSG00000179178	protein_coding	TMEM125
ENSG00000253313	protein_coding	C1orf210
ENSG00000066056	protein_coding	TIE1
ENSG00000117400	protein_coding	MPL
ENSG00000287113	lncRNA	AL139289.3
ENSG00000234694	lncRNA	AL139289.2
ENSG00000117399	protein_coding	CDC20
ENSG00000066322	protein_coding	ELOVL1
ENSG00000159479	protein_coding	MED8
ENSG00000229431	lncRNA	AL139289.1
ENSG00000198198	protein_coding	SZT2
ENSG00000229372	lncRNA	SZT2-AS1
ENSG00000178922	protein_coding	HYI
ENSG00000229348	lncRNA	HYI-AS1
ENSG00000142949	protein_coding	PTPRF
ENSG00000066135	protein_coding	KDM4A
ENSG00000236200	lncRNA	KDM4A-AS1
ENSG00000126091	protein_coding	ST3GAL3
ENSG00000229444	lncRNA	AL451062.1
ENSG00000117407	protein_coding	ARTN
ENSG00000237950	lncRNA	AL357079.1
ENSG00000117408	protein_coding	IPO13
ENSG00000285649	lncRNA	AL357079.2
ENSG00000132768	protein_coding	DPH2
ENSG00000117410	protein_coding	ATP6V0B
ENSG00000117411	protein_coding	B4GALT2
ENSG00000159214	protein_coding	CCDC24
ENSG00000196517	protein_coding	SLC6A9
ENSG00000230615	lncRNA	AL139220.2
ENSG00000171872	protein_coding	KLF17
ENSG00000283039	protein_coding	KLF18
ENSG00000178028	protein_coding	DMAP1
ENSG00000117419	protein_coding	ERI3
ENSG00000233602	lncRNA	ERI3-IT1
ENSG00000187147	protein_coding	RNF220
ENSG00000126106	protein_coding	TMEM53
ENSG00000198520	protein_coding	ARMH1
ENSG00000142945	protein_coding	KIF2C
ENSG00000225721	lncRNA	AL592166.1
ENSG00000142937	protein_coding	RPS8
ENSG00000142959	protein_coding	BEST4
ENSG00000173846	protein_coding	PLK3
ENSG00000188396	protein_coding	TCTEX1D4
ENSG00000222009	protein_coding	BTBD19
ENSG00000117425	protein_coding	PTCH2
ENSG00000070785	protein_coding	EIF2B3
ENSG00000126107	protein_coding	HECTD3
ENSG00000126088	protein_coding	UROD
ENSG00000162415	protein_coding	ZSWIM5
ENSG00000281912	lncRNA	LINC01144
ENSG00000186603	protein_coding	HPDL
ENSG00000132781	protein_coding	MUTYH
ENSG00000132773	protein_coding	TOE1
ENSG00000070759	protein_coding	TESK2
ENSG00000280670	protein_coding	CCDC163
ENSG00000132763	protein_coding	MMACHC
ENSG00000117450	protein_coding	PRDX1
ENSG00000117448	protein_coding	AKR1A1
ENSG00000132780	protein_coding	NASP
ENSG00000159588	protein_coding	CCDC17
ENSG00000159592	protein_coding	GPBP1L1
ENSG00000159596	protein_coding	TMEM69
ENSG00000197429	protein_coding	IPP
ENSG00000230896	lncRNA	AL604028.1
ENSG00000086015	protein_coding	MAST2
ENSG00000117461	protein_coding	PIK3R3
ENSG00000226957	lncRNA	AL358075.1
ENSG00000227857	lncRNA	AL358075.2
ENSG00000117472	protein_coding	TSPAN1
ENSG00000250719	protein_coding	P3R3URF
ENSG00000085998	protein_coding	POMGNT1
ENSG00000171357	protein_coding	LURAP1
ENSG00000085999	protein_coding	RAD54L
ENSG00000132128	protein_coding	LRRC41
ENSG00000173660	protein_coding	UQCRH
ENSG00000117481	protein_coding	NSUN4
ENSG00000117480	protein_coding	FAAH
ENSG00000224863	lncRNA	LINC01398
ENSG00000197587	protein_coding	DMBX1
ENSG00000282881	protein_coding	TMEM275
ENSG00000269956	lncRNA	MKNK1-AS1
ENSG00000162456	protein_coding	KNCN
ENSG00000079277	protein_coding	MKNK1
ENSG00000142961	protein_coding	MOB3C
ENSG00000123472	protein_coding	ATPAF1
ENSG00000186118	protein_coding	TEX38
ENSG00000228237	lncRNA	EFCAB14-AS1
ENSG00000159658	protein_coding	EFCAB14
ENSG00000142973	protein_coding	CYP4B1
ENSG00000187048	protein_coding	CYP4A11
ENSG00000186377	protein_coding	CYP4X1
ENSG00000186160	protein_coding	CYP4Z1
ENSG00000225506	lncRNA	CYP4A22-AS1
ENSG00000162365	protein_coding	CYP4A22
ENSG00000224805	lncRNA	LINC00853
ENSG00000162366	protein_coding	PDZK1IP1
ENSG00000162367	protein_coding	TAL1
ENSG00000226252	lncRNA	AL135960.1
ENSG00000123473	protein_coding	STIL
ENSG00000162368	protein_coding	CMPK1
ENSG00000225762	lncRNA	LINC01389
ENSG00000186790	protein_coding	FOXE3
ENSG00000237424	lncRNA	FOXD2-AS1
ENSG00000186564	protein_coding	FOXD2
ENSG00000227947	lncRNA	LINC01738
ENSG00000269113	protein_coding	TRABD2B
ENSG00000223814	lncRNA	AL691459.1
ENSG00000225028	lncRNA	AC096541.1
ENSG00000226133	lncRNA	LINC02794
ENSG00000231413	lncRNA	AL356289.1
ENSG00000223720	lncRNA	AL109659.1
ENSG00000117834	protein_coding	SLC5A9
ENSG00000272491	lncRNA	AL109659.2
ENSG00000132122	protein_coding	SPATA6
ENSG00000186094	protein_coding	AGBL4
ENSG00000287661	lncRNA	AL391844.1
ENSG00000162373	protein_coding	BEND5
ENSG00000286597	lncRNA	AL645507.1
ENSG00000229846	lncRNA	AC099788.1
ENSG00000230114	lncRNA	AL590432.1
ENSG00000225623	lncRNA	AGBL4-IT1
ENSG00000162374	protein_coding	ELAVL4
ENSG00000237337	lncRNA	AL592182.2
ENSG00000233407	lncRNA	AL592182.1
ENSG00000284696	lncRNA	LINC02808
ENSG00000284645	lncRNA	AL592182.3
ENSG00000142700	protein_coding	DMRTA2
ENSG00000284700	lncRNA	AL049637.2
ENSG00000185104	protein_coding	FAF1
ENSG00000225767	lncRNA	AL049637.1
ENSG00000123080	protein_coding	CDKN2C
ENSG00000204006	protein_coding	C1orf185
ENSG00000203356	lncRNA	LINC01562
ENSG00000123091	protein_coding	RNF11
ENSG00000236434	lncRNA	AL162430.2
ENSG00000085831	protein_coding	TTC39A
ENSG00000261664	lncRNA	TTC39A-AS1
ENSG00000085832	protein_coding	EPS15
ENSG00000238140	lncRNA	AC104170.2
ENSG00000227070	lncRNA	AC104170.1
ENSG00000117859	protein_coding	OSBPL9
ENSG00000078618	protein_coding	NRDC
ENSG00000266993	lncRNA	AL050343.2
ENSG00000272175	lncRNA	AL050343.3
ENSG00000169213	protein_coding	RAB3B
ENSG00000117862	protein_coding	TXNDC12
ENSG00000198841	protein_coding	KTI12
ENSG00000223390	lncRNA	AL445685.1
ENSG00000228369	lncRNA	TXNDC12-AS1
ENSG00000134717	protein_coding	BTF3L4
ENSG00000157077	protein_coding	ZFYVE9
ENSG00000154222	protein_coding	CC2D1B
ENSG00000272100	lncRNA	AL513218.1
ENSG00000287078	lncRNA	AL513218.2
ENSG00000085840	protein_coding	ORC1
ENSG00000134748	protein_coding	PRPF38A
ENSG00000134744	protein_coding	TUT4
ENSG00000272371	lncRNA	AL591167.1
ENSG00000116157	protein_coding	GPX7
ENSG00000182183	protein_coding	SHISAL2A
ENSG00000162377	protein_coding	COA7
ENSG00000162378	protein_coding	ZYG11B
ENSG00000203995	protein_coding	ZYG11A
ENSG00000242391	lncRNA	AC099677.4
ENSG00000121310	protein_coding	ECHDC2
ENSG00000116171	protein_coding	SCP2
ENSG00000174348	protein_coding	PODN
ENSG00000232993	lncRNA	AL445183.1
ENSG00000162383	protein_coding	SLC1A7
ENSG00000235563	lncRNA	AL445183.2
ENSG00000157184	protein_coding	CPT2
ENSG00000236723	lncRNA	AL606760.2
ENSG00000162384	protein_coding	CZIB
ENSG00000259818	lncRNA	AL606760.3
ENSG00000162385	protein_coding	MAGOH
ENSG00000226754	lncRNA	AL606760.1
ENSG00000157193	protein_coding	LRP8
ENSG00000234578	lncRNA	AL355483.3
ENSG00000228838	lncRNA	AL355483.1
ENSG00000232762	lncRNA	AL355483.2
ENSG00000225675	lncRNA	LINC01771
ENSG00000285954	lncRNA	AC119428.2
ENSG00000226938	lncRNA	AC119428.1
ENSG00000230138	lncRNA	LINC02812
ENSG00000143006	protein_coding	DMRTB1
ENSG00000174332	protein_coding	GLIS1
ENSG00000058804	protein_coding	NDC1
ENSG00000058799	protein_coding	YIPF1
ENSG00000211452	protein_coding	DIO1
ENSG00000081870	protein_coding	HSPB11
ENSG00000116212	protein_coding	LRRC42
ENSG00000203985	protein_coding	LDLRAD1
ENSG00000116209	protein_coding	TMEM59
ENSG00000116205	protein_coding	TCEANC2
ENSG00000157211	protein_coding	CDCP2
ENSG00000280425	lncRNA	AL357673.2
ENSG00000215883	protein_coding	CYB5RL
ENSG00000116221	protein_coding	MRPL37
ENSG00000157216	protein_coding	SSBP3
ENSG00000198711	lncRNA	SSBP3-AS1
ENSG00000225632	lncRNA	AL161644.1
ENSG00000232245	lncRNA	AL035415.1
ENSG00000287582	lncRNA	AC099796.2
ENSG00000235741	lncRNA	LINC02784
ENSG00000162390	protein_coding	ACOT11
ENSG00000162391	protein_coding	FAM151A
ENSG00000230728	lncRNA	AL590093.1
ENSG00000184313	protein_coding	MROH7
ENSG00000243725	protein_coding	TTC4
ENSG00000162396	protein_coding	PARS2
ENSG00000006555	protein_coding	TTC22
ENSG00000237453	lncRNA	AC096536.1
ENSG00000162398	protein_coding	LEXM
ENSG00000116133	protein_coding	DHCR24
ENSG00000287724	lncRNA	AC096536.3
ENSG00000242396	lncRNA	AC096536.2
ENSG00000233203	lncRNA	DHCR24-DT
ENSG00000284601	lncRNA	AL590440.2
ENSG00000143001	protein_coding	TMEM61
ENSG00000233271	lncRNA	AL590440.1
ENSG00000162399	protein_coding	BSND
ENSG00000169174	protein_coding	PCSK9
ENSG00000162402	protein_coding	USP24
ENSG00000231090	lncRNA	MIR4422HG
ENSG00000234810	lncRNA	AL603840.1
ENSG00000233079	lncRNA	LINC01755
ENSG00000230250	lncRNA	LINC01753
ENSG00000235612	lncRNA	AL353681.1
ENSG00000260971	lncRNA	AC119674.1
ENSG00000223956	lncRNA	LINC01767
ENSG00000162407	protein_coding	PLPP3
ENSG00000162409	protein_coding	PRKAA2
ENSG00000187889	protein_coding	FYB2
ENSG00000229913	lncRNA	AL360295.1
ENSG00000157131	protein_coding	C8A
ENSG00000021852	protein_coding	C8B
ENSG00000236341	lncRNA	AL161740.1
ENSG00000173406	protein_coding	DAB1
ENSG00000227935	lncRNA	AL390243.1
ENSG00000226759	lncRNA	DAB1-AS1
ENSG00000235038	lncRNA	AL445193.2
ENSG00000162600	protein_coding	OMA1
ENSG00000286918	lncRNA	AL035411.3
ENSG00000184292	protein_coding	TACSTD2
ENSG00000162601	protein_coding	MYSM1
ENSG00000283445	lncRNA	AL136985.3
ENSG00000177606	protein_coding	JUN
ENSG00000234807	lncRNA	LINC01135
ENSG00000272226	lncRNA	AL136985.2
ENSG00000231740	lncRNA	AL136985.1
ENSG00000232453	lncRNA	LINC02777
ENSG00000237352	lncRNA	LINC01358
ENSG00000241042	lncRNA	AL592431.2
ENSG00000235215	lncRNA	AL592431.1
ENSG00000224609	lncRNA	AC093425.1
ENSG00000270457	lncRNA	AC093424.1
ENSG00000172456	protein_coding	FGGY
ENSG00000226883	lncRNA	AL035416.1
ENSG00000134709	protein_coding	HOOK1
ENSG00000134716	protein_coding	CYP2J2
ENSG00000162598	protein_coding	C1orf87
ENSG00000238242	lncRNA	LINC02778
ENSG00000226476	lncRNA	LINC01748
ENSG00000231252	lncRNA	AC099792.1
ENSG00000162599	protein_coding	NFIA
ENSG00000237928	lncRNA	NFIA-AS2
ENSG00000237853	lncRNA	NFIA-AS1
ENSG00000284808	lncRNA	AC099791.3
ENSG00000287224	lncRNA	AC099791.4
ENSG00000162604	protein_coding	TM2D1
ENSG00000271200	lncRNA	AC099791.2
ENSG00000132849	protein_coding	PATJ
ENSG00000240563	protein_coding	L1TD1
ENSG00000132854	protein_coding	KANK4
ENSG00000162607	protein_coding	USP1
ENSG00000116641	protein_coding	DOCK7
ENSG00000132855	protein_coding	ANGPTL3
ENSG00000235545	lncRNA	AC103923.1
ENSG00000125703	protein_coding	ATG4C
ENSG00000234318	lncRNA	AC099794.1
ENSG00000229537	lncRNA	LINC01739
ENSG00000286455	lncRNA	AL162400.3
ENSG00000227485	lncRNA	AL162400.1
ENSG00000229225	lncRNA	AL162400.2
ENSG00000203605	lncRNA	AC096543.1
ENSG00000224209	lncRNA	LINC00466
ENSG00000228734	lncRNA	AC096543.2
ENSG00000230798	lncRNA	FOXD3-AS1
ENSG00000187140	protein_coding	FOXD3
ENSG00000088035	protein_coding	ALG6
ENSG00000142856	protein_coding	ITGB3BP
ENSG00000286429	lncRNA	BX004807.1
ENSG00000203965	protein_coding	EFCAB7
ENSG00000116652	lncRNA	DLEU2L
ENSG00000079739	protein_coding	PGM1
ENSG00000185483	protein_coding	ROR1
ENSG00000223949	lncRNA	ROR1-AS1
ENSG00000284928	lncRNA	AL445205.1
ENSG00000177414	protein_coding	UBE2U
ENSG00000158966	protein_coding	CACHD1
ENSG00000162437	protein_coding	RAVER2
ENSG00000162434	protein_coding	JAK1
ENSG00000226891	lncRNA	LINC01359
ENSG00000272506	lncRNA	AL357078.2
ENSG00000162433	protein_coding	AK4
ENSG00000116675	protein_coding	DNAJC6
ENSG00000229294	lncRNA	AL139294.1
ENSG00000213625	protein_coding	LEPROT
ENSG00000116678	protein_coding	LEPR
ENSG00000237852	lncRNA	AC119800.1
ENSG00000285079	lncRNA	AL513493.1
ENSG00000184588	protein_coding	PDE4B
ENSG00000227466	lncRNA	AL590783.1
ENSG00000118473	protein_coding	SGIP1
